country,date,sentiment
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 15, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",-1
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 14, 2023",0
IvoryCoast500,"November 13, 2023",0
IvoryCoast500,"November 13, 2023",0
IvoryCoast500,"November 13, 2023",0
IvoryCoast500,"November 13, 2023",0
IvoryCoast500,"November 13, 2023",0
IvoryCoast500,"November 13, 2023",0
IvoryCoast500,"November 13, 2023",0
IvoryCoast500,"November 13, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 12, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 11, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",-1
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 10, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 9, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 8, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 7, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 6, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",-1
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 5, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",-1
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 3, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 3, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 3, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 3, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 3, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 3, 2023",0
IvoryCoast500,"November 3, 2023",0
IvoryCoast500,"November 4, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 3, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 2, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 3, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"November 1, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
IvoryCoast500,"October 31, 2023",0
